order	page	regionNumber	x1Region	y1Region	x2Region	y2Region	lineNumber	x1line	y1line	x2line	y2line	color_img_file_name	AT	GT2
2504	110	1	119	139	926	1166	9	241	451	921	508	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_110.png	רוצה שימנה עמי לכך אמר לו לאהרן שימנה בני קהת עמו בשם הק'’ב''
2505	110	1	119	139	926	1166	10	229	489	923	548	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_110.png	ולכך כתיב במנין ני קהת על פי ײ בידמשה אכל כשבא למנות בם גשון
2506	110	1	119	139	926	1166	11	234	527	920	587	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_110.png	לא אמר לו בשם ה'ק’ב'ה’ משה לאהרן בשם הק'ב'ה' שימנה בני גרשון ﭏא חלק לו
2507	110	1	119	139	926	1166	12	233	566	920	625	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_110.png	נבוד לפי שהיה אקיו הגדול והוליכו עמו וצירפו עמו למנין לכך לא נאמר לו
2508	110	1	119	139	926	1166	13	233	604	919	663	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_110.png	ביד משה שאף על פי שבדעתו של הק'ב'ה' היה שימנה בני גרשון אהרן עם
2509	110	1	119	139	926	1166	14	228	644	920	703	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_110.png	כל הלוים ולדעת כן הזכיר אהרן בראש המנין לפי שלא אמר לו משה לאהרן
2510	110	1	119	139	926	1166	15	226	683	909	740	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_110.png	שימנה בני גרשון עמו בשם הק'ב’ה' חסר כאן ביד משה ˙˙ ופקודי
2511	110	1	119	139	926	1166	16	214	720	916	779	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_110.png	משפחות בני מררי למשפחותם וגו' ˙ מפני מה נאמר בבני מררי משפחונ
2512	110	1	119	139	926	1166	17	235	758	909	817	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_110.png	מה שלא נכתב משפחות לא בבני קהת ולא בבני גרשון לפי שבני מררי היו
2513	110	1	119	139	926	1166	18	222	796	918	857	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_110.png	מרובין לעכודה שהרבו משפחות שהיו בירושלם שהיו שלשת אלפים ומארם
2514	110	1	119	139	926	1166	19	226	835	922	894	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_110.png	נתרבו מבן שלשים שנה מאה יותר על מחצה מבן אדש שכן את מוצא מבן
2515	110	1	119	139	926	1166	20	241	872	917	933	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_110.png	חדש עלה מספרם ששת אלפים ומאתים ומבן שלשים שנה ומעלה עלה
2516	110	1	119	139	926	1166	21	230	912	918	971	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_110.png	מספרם שלשת אלפים ומאתים מאה יותר ממחצית אבל בבני קהת לא נא'
2517	110	1	119	139	926	1166	22	231	949	918	1009	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_110.png	משפחות בני קהת שמבן שלשים שנה ומעלה לא נמצאו שליש מאותם
2518	110	1	119	139	926	1166	23	229	989	916	1048	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_110.png	שנספרו מבן חדש ומעלה וכן בבני גרשון לא נאמר ופקודי משפחות שאף
2519	110	1	119	139	926	1166	24	229	1028	911	1087	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_110.png	הם לא הגעו אותן שהיו מבן שלשים שנה ומעלה למחצית המספר לאותם
2520	110	1	119	139	926	1166	25	221	1062	912	1135	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_110.png	שהיו מבן חדש ומעלה למחצית המספר לאותן שהיו לפי שמבן חדש ומעלה
2521	110	1	119	139	926	1166	26	230	1107	902	1166	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_110.png	הו שבעת אלפים וחמש מאות ומבן שלשים שנה ומעלה היה פסול לעמד
2522	111	1	101	137	810	1167	1	117	137	804	198	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_111.png	במשכן לעשות עבודה שלא היו יכולין לומר שירה אבל מחמשים שנה
2523	111	1	101	137	810	1167	2	106	177	800	237	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_111.png	ומעלה חוזר היה לנעילת שערים ˙ ויהיו פקודיהם למשפחיו
2524	111	1	101	137	810	1167	3	110	217	805	274	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_111.png	שלשת אלפים ומאתים ˙ זו היא שאמרו לפי שנתרבו באכלוסא ראו יים
2525	111	1	101	137	810	1167	4	114	254	805	313	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_111.png	לעבודה נאמר בהם משפחות ˙ אלה פקודי משפחות בני מררי אשר
2526	111	1	101	137	810	1167	5	101	292	802	352	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_111.png	פקד משה ואהרן על פי ײ ביד משה ˙˙ כל הפקודים אשר פקו
2527	111	1	101	137	810	1167	6	101	332	805	391	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_111.png	משה ואהרן ונשיאי ישרﭏ את הלוים למשפחותם ולבית אבותם ˙ מאח
2528	111	1	101	137	810	1167	7	111	370	808	430	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_111.png	ישחשב משפחת בני קהת לבר ומשפחת בני גרשוזלבד ומשפחת בני
2529	111	1	101	137	810	1167	8	108	408	804	467	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_111.png	מררי לבד חזר וכלל מנינם ביחד להגיר שכולם שלולים לפם המקום בחיר
2530	111	1	101	137	810	1167	9	111	446	648	505	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_111.png	מכן שלשים שנה ומעלה ועד בן חמשים שנה כל הב
2531	111	1	101	137	810	1167	10	101	485	810	544	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_111.png	לעבוד עבודת עבדהי ועבודת משא באהל מועד ˙ תני השיר מעכ
2532	111	1	101	137	810	1167	11	106	523	803	582	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_111.png	את הקרבן דברי ר מאיר וחכמים אומרים אינו מעכב  אמ'ר' ﭏוזר
2533	111	1	101	137	810	1167	12	108	563	799	621	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_111.png	טעמיה דר' מאיר מהאי קרא ואתנה את הלוים נתונים לאחרן ולבניו
2534	111	1	101	137	810	1167	13	104	600	807	659	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_111.png	מתוך בני ישרﭏ לעבוד את עבודת בני ישרﭏ באהל מועד ולכפר על בני
2535	111	1	101	137	810	1167	14	106	640	795	699	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_111.png	ישﭏ ולא יהיה בבני ישרﭏ כגף בגשת בני ישרﭏ אל הקדש ˙ מה כפרה
2536	111	1	101	137	810	1167	15	104	677	803	737	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_111.png	מעכבת אף שירה מעכבת ˙ ורבנין מוקמין מהאי קרא מה כפרה
2537	111	1	101	137	810	1167	16	104	715	801	774	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_111.png	ביום אף שירה ביום ˙ אמ' רב יהודה בשם שמואל מנין לעיקר
2538	111	1	101	137	810	1167	17	103	753	791	812	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_111.png	שירה מן התורה שנ' ושרת בשם ײ ˙ אי זה הוא שרות שבשם ײ הוי אומר
2539	111	1	101	137	810	1167	18	107	792	795	851	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_111.png	זו שירה ˙ רב הונא מהכא תחת אשר לא עבדת את ײ ﭏהיך בשמחה
2540	111	1	101	137	810	1167	19	101	831	801	890	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_111.png	ובטוב לבב ˙ אי זו היא עבודה שבשמחה ובטוב לבב הוי אומר זו שירה
2541	111	1	101	137	810	1167	20	105	862	801	933	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_111.png	חזקיה אמ' ווניהו שר הטים יסד במשא כי מבין הוא אל תקרי מברן' יסר
2542	111	1	101	137	810	1167	21	102	902	803	971	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_111.png	אלא ישור ˙ ר יצחק אמ' מהכא שאו זמרה ותנו תוף כנור תיםעם נבל
2543	111	1	101	137	810	1167	22	109	940	794	1011	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_111.png	רב נחמן בר יצחק אמ' מהכח הם ישאו הולם וירונו גאון ײ ˙ תני
2544	111	1	101	137	810	1167	23	101	978	804	1051	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_111.png	ולבני קהת לא נתן כי עבודת הקדש עליהם בכתף ישאו ˙ ממשמע שנאמו
2545	111	1	101	137	810	1167	24	106	1017	801	1088	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_111.png	בכתף איני יודע שישאו מה תלמוד לומר יש או אין ישאו אלא לשון שיקה
2546	111	1	101	137	810	1167	25	171	1057	798	1127	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_111.png	וכן הוא אומר שאו זמרה ותנו תף וגו' ˙ ואו' הם ישאו קולם ירונו ˙
2547	111	1	101	137	810	1167	26	101	1095	797	1167	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_111.png	חנניה בן אחי ר' יהושע אמ' מהכא משה ידבר והﭏהים יעננו בקול ע
2548	112	1	101	139	918	1161	1	101	139	907	197	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_112.png	עסרי קול ˙ ר' אסן אמ' מהכא ויהי כאחד למחצצרים ולמשוררים
2549	112	1	101	139	918	1161	2	222	177	914	236	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_112.png	להשמיע קול אחד ˙ ר' יונתן אמ' מהכא לא ימותו נם הם גם אתם ˙ מה
2550	112	1	101	139	918	1161	3	229	216	905	275	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_112.png	אתם בעבודת מזבי אף הם בעבודת מזבח ˙ ר' יוחנן אמ' מהכא
2551	112	1	101	139	918	1161	4	230	255	914	314	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_112.png	לעבוד עכודת עבודה ˙ אי זו היא עבודה שצריכה לעבודה אחרת הוי
2552	112	1	101	139	918	1161	5	235	294	898	353	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_112.png	אומר זו שירה ˙˙ ויהיו פקודיהם שמנת אלפים וחמש '
2553	112	1	101	139	918	1161	6	226	333	909	392	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_112.png	מאות ושמני ˙ זו היא שאמרו מנאם בפרט מנאם בכלל כאדם שיש
2554	112	1	101	139	918	1161	7	227	371	907	430	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_112.png	לו חפצים נאים ומשובחים וחביבין עליו ביותר מונה אותם בפרט וחוזר
2555	112	1	101	139	918	1161	8	223	409	907	468	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_112.png	ומונה אותם בכלל מתון ששמח ברבוי מנינם ˙ כן צוה הק'ב'ה' לכתוב מנין
2556	112	1	101	139	918	1161	9	287	446	909	505	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_112.png	הלוים בפרט וכלל לפי שהיו בני ביתו וכשרים ואביבין עליו ביותר ˙
2557	112	1	101	139	918	1161	10	224	484	911	543	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_112.png	על כי ײ פקר אותם ביד משה איש איש על עבודתו ועל משאו ˙ הרי זה
2558	112	1	101	139	918	1161	11	225	522	909	583	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_112.png	אמור כנגד בני קהת שאהרן מנאם לבני קהת ואמר פלוני ופלוני ישאו
2559	112	1	101	139	918	1161	12	227	561	896	620	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_112.png	את הארון פלוני ופלוני ישאו את המזבח וכן כל כלי קדש הקדשים כשם
2560	112	1	101	139	918	1161	13	273	599	905	658	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_112.png	שאמר הק'ב’ה' למשה שיעשה אהרן כן עשה אהרן הוי ביד משה ˙
2561	112	1	101	139	918	1161	14	229	638	914	697	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_112.png	ופקריו אשר צוה ײ ˙ ומנין אתה אומר שבעבודת בני קהת הכתוב
2562	112	1	101	139	918	1161	15	213	676	914	735	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_112.png	מדבר שכן כתיב איש איש על עבודתו ועל משאו וכן אמור בבני קהת
2563	112	1	101	139	918	1161	16	233	714	905	773	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_112.png	אהרן ובניו ושמו אותם איש איש על עבודתו ועל משאו ˙ ופקדיו
2564	112	1	101	139	918	1161	17	230	749	909	808	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_112.png	אשר צוה ײ את משה ˙ הרי זה אמור כנגר בני גשון כתיב ופקדתם
2565	112	1	101	139	918	1161	18	233	790	916	849	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_112.png	עליהם במשמרת את כל משאם הרי משה עמהם ˙ ובבני מררי כתב
2566	112	1	101	139	918	1161	19	259	826	915	887	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_112.png	ובשמות תפקדו את כל משמרת משאק הביא משה עמו לכך כתיב
2567	112	1	101	139	918	1161	20	220	865	913	924	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_112.png	ופקדיו אשר צוה ײ את משה שמנה משה ואומר פלוני ופלוני ופלות של
2568	112	1	101	139	918	1161	21	233	902	914	961	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_112.png	בני גרשון ישאואת היריעות פלוני ופלוני ופלוני ישאו את אהל מוע
2569	112	1	101	139	918	1161	22	231	941	915	1000	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_112.png	וכן כל כלי עבודה משא בבני מר'ר'י גרשון היה ממנה להם במנין וכן
2570	112	1	101	139	918	1161	23	253	975	911	1045	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_112.png	מנה משה ואמר פלוני ופלוני ופלוני של בני מררי ישאו את הקרשיא
2571	112	1	101	139	918	1161	24	230	1012	915	1083	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_112.png	כלוני ופלוני ופוני של בני מררי יש או את הבריחים וכן עשה לכל כלו
2572	112	1	101	139	918	1161	25	234	1052	918	1123	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_112.png	עבדת משא בני מררי שמנהאותם במנין על עבודתם הוי אשר צוה
2573	112	1	101	139	918	1161	26	229	1090	900	1161	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_112.png	ײ את משה שמשה נצטוה על שתי המשפחות הללו בני גרשון ובני מדרי
2574	113	1	102	132	806	1169	1	114	132	797	202	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_113.png	שהוא יצום היאך ישאו והיאך ישמרו מה שתחת ידיהם הוי אשר צו
2575	113	1	102	132	806	1169	2	116	178	786	236	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_113.png	ײ את משה ˙˙ פתשתא זן וידבר ײ
2576	113	1	102	132	806	1169	3	113	216	803	276	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_113.png	אל משה לאמר  צו את בני
2577	113	1	102	132	806	1169	4	135	254	786	313	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_113.png	ישרﭏ וישלחו מן המחנה כל צדוע וכל זב וגו' ˙ הדא היא דכתיב הגו'
2578	113	1	102	132	806	1169	5	122	293	805	352	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_113.png	סיגים מכסף ויצא לצרף כלי ˙ א'ר' תנח מא בר אבא מהו הגו' סיגים
2579	113	1	102	132	806	1169	6	113	333	804	392	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_113.png	מכסף כל זמן שהפסולת הזו בכסף אינו מראה את יופיו לא עשה אלא
2580	113	1	102	132	806	1169	7	112	371	798	430	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_113.png	כשנטלה הפסולת ממנו מיד הוא מראה שבחו הגו סיגים מכסף אחר כך
2581	113	1	102	132	806	1169	8	111	409	803	468	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_113.png	ויצא לצורף כלי כאי זה צש בשעה שיצאו ישרﭏ ממצרי היו רובם בעלי
2582	113	1	102	132	806	1169	9	102	447	800	506	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_113.png	מומים למה מפני שהיו יגעים בטיט ובלבנים ועולים לראש הבנין ומי שהוה
2583	113	1	102	132	806	1169	10	127	486	800	543	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_113.png	בונה על יו שהיו עולין לראשי הדמוסין או האבן נופלת עליו ואוטע
2584	113	1	102	132	806	1169	11	110	524	781	583	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_113.png	ידו או הקורה או הטיט נכנס בעינו והוא נסמא והיו בעלי מותין כיון שבאו
2585	113	1	102	132	806	1169	12	110	562	805	621	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_113.png	למדבר איני אמ' היﭏהים כך היא כבודה של תורה שאתן אותה לדור בעלי
2586	113	1	102	132	806	1169	13	153	600	804	659	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_113.png	מומים ואם אמתין עד שיעמדו בניהם הרי אני משהה במתן תוה ˙
2587	113	1	102	132	806	1169	14	113	633	782	704	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_113.png	אר' יהודה' בר' סימון משל למלך שהיה לו בן והיה מבקש להשיא והיה למל
2588	113	1	102	132	806	1169	15	108	674	795	739	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_113.png	ארגנטריה ישנה אמ' המלך אם נשיא את בני הרי אין לײ אלא הארגי טריה
2589	113	1	102	132	806	1169	16	126	709	783	780	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_113.png	הישנה ואם נמתין עד שנעשה אחרת חדשה הריני משהה בשמחת בני
2590	113	1	102	132	806	1169	17	105	747	796	815	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_113.png	מה עשה המלך קרא לכספים ואמר להם צאצחו אותה והיא נעש
2591	113	1	102	132	806	1169	18	120	787	794	856	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_113.png	חדשה ˙ כך אמ' הק'ב’'ה' כיון שיצאו ישרﭏ ממצרים היו כולן בעלי מומד
2592	113	1	102	132	806	1169	19	114	823	803	894	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_113.png	אמ' אם נמתין לבניהם הרינם משהה במתן תודה מה עשה הﭏהים אמ'
2593	113	1	102	132	806	1169	20	110	861	804	932	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_113.png	למלאכים שירדו אצל ישרﭏ וירפאו אום ˙ ותדע לך שכן אמר ר' יהודה
2594	113	1	102	132	806	1169	21	111	899	792	970	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_113.png	בר' סימון מנין שלא היה בהם חגרים שנ' ויתצבו בתחתית ההר ואין אדם
2595	113	1	102	132	806	1169	22	111	938	799	1009	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_113.png	ניצב אלא על רגל ˙ מנין שלא היה בהם גידמים שנ' כל אשר דבר ײ נעשה
2596	113	1	102	132	806	1169	23	103	979	793	1049	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_113.png	ומנין שלא היה בהם חרשים שנ' ונשמוו ˙ ומנין שלא היה בהם סומים שנא'
2597	113	1	102	132	806	1169	24	104	1013	799	1086	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_113.png	וכל הער רואים את הקולות ˙ ומנין שלא קיה בהם אלמים שנ' ויענו כל
2598	113	1	102	132	806	1169	25	105	1054	798	1125	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_113.png	העם וגו' ˙ נמצאת אומר שהרי נתרפאו כולם ואם אין את למד מכאן יש
2599	113	1	102	132	806	1169	26	110	1086	806	1169	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_113.png	לך ללמוד ממקום אחר שנ' וכל המחלה אשר שמתי במצרים לא אשיר
2600	114	1	101	135	921	1147	1	101	135	908	194	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_114.png	עליך כי אני ײ חפאך ˙ הרי לך שנתרפאו אבל כיון שעשו אותו מעשה של
2601	114	1	101	135	921	1147	2	233	173	911	232	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_114.png	עגל זרו למומן ונעשו זבין ומצורעין שכן משה רואה אותן שנ' וירא משה
2602	114	1	101	135	921	1147	3	228	213	904	271	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_114.png	את העם כי פרוע הוא ˙ אמ' האלהים למשה עד שלא עשיתם את המשכן
2603	114	1	101	135	921	1147	4	221	250	899	309	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_114.png	הייתי מגלגל בדברים והיו הזבין והמצרעים מעורבים עמהם עכשיו שעשית'
2604	114	1	101	135	921	1147	5	212	284	901	353	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_114.png	את המשכן ואני משרה שכינתי ביניכם הפרישו אותם מכם וישלחו מן המחנא
2605	114	1	101	135	921	1147	6	229	322	915	391	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_114.png	כל צרוע וכל זב וכל טמא לנפש בשביל מה ולא יומאו את מחניה אשר
2606	114	1	101	135	921	1147	7	238	358	896	429	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_114.png	אני שוכן בתוכם ˙ וישלחו מן המחנה כל צרוע וגו' ˙ למה נסמכה
2607	114	1	101	135	921	1147	8	231	401	907	460	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_114.png	פרשת מצרעים לפרשת הלוים את מוצא ישרﭏ והלוים קבלו עליהם מלכותו
2608	114	1	101	135	921	1147	9	231	437	911	497	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_114.png	של הק'ב'ה’ בסיני שנ' ויענט כל העם יחדו וכל ויאמרו כל אשר דבר ײ נעשר
2609	114	1	101	135	921	1147	10	233	476	915	535	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_114.png	ונשמע ˙ לסוף ארבעים יום מרדו ישרﭏ בהק'ב'ה' ועשו להם מסכה ואמרו לו
2610	114	1	101	135	921	1147	11	231	514	900	573	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_114.png	אלה ﭏהיך ישרﭏ אשר העלוך מארץ מצרים אבל הלוים ונמצאו משולמים עם
2611	114	1	101	135	921	1147	12	233	552	912	611	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_114.png	הק'ב'ה' שנ' ויעמד משה בשער המחנה ויאמר מי לײ אלי ויא ספו אליו כל
2612	114	1	101	135	921	1147	13	228	590	900	647	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_114.png	לוי אמ' הק'ב’ה' כי מכבדי אכבד ובוזי יק לו בני לוי שכבדוני שלא כפרו בי להם
2613	114	1	101	135	921	1147	14	234	622	908	693	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_114.png	אני מכבד אבל ישרﭏ שבזוני שאני העלית אותם ממזרים והם אמו
2614	114	1	101	135	921	1147	15	233	659	915	730	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_114.png	לעגל שהוא העלם בדין הוא שיקלו מה ככוד הק'ב’ה’ ללוים שלקאם לחלקו
2615	114	1	101	135	921	1147	16	232	702	909	761	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_114.png	שנ' ואניתר לקחתי את הלוים מתוך בני ישרﭏ וגו' וכיון שכא למנותם
2616	114	1	101	135	921	1147	17	233	735	915	804	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_114.png	לעמד בשמושו הוא בעצמו מנאם ומנין שכן הוא אומר א'ר' יהודה בר
2617	114	1	101	135	921	1147	18	229	779	908	837	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_114.png	שמעון כתוב למעלה מפרשת מצרעים על פי ײ פקד אותם ביד משה ואומ'
2618	114	1	101	135	921	1147	19	233	809	916	880	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_114.png	ופקודיו אשר צוה ײ את משה וכתיב ברחש הענין ויהיו פקודיהם אמ'ר'
2619	114	1	101	135	921	1147	20	239	851	907	910	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_114.png	יהודה בר סימון היאך ימצא הדורש ידיו בין פקודיו לפקודיהם אם פקודיו
2620	114	1	101	135	921	1147	21	235	890	921	949	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_114.png	למה פקודיקם אלח פקודיהם מה שמנו משר ואהרן ופקודיו מה שמנה
2621	114	1	101	135	921	1147	22	242	923	912	993	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_114.png	האלהים ולמה מנאם הﭏהים אמ' קקבה שלא יאמר אדם וכי משה
2622	114	1	101	135	921	1147	23	236	962	910	1033	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_114.png	ואהרן היו יכולין למנות כל אותן האכלוסין אמ' הﭏהים אם הרהקתה
2623	114	1	101	135	921	1147	24	234	1000	901	1069	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_114.png	אחדיהם כאלו אחרי אתר מהרהר לכך כתיב ופקודיו ופקודיהם והיאך
2624	114	1	101	135	921	1147	25	234	1038	918	1109	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_114.png	מנאם משה אר' ברכיה אמ' הק'ב’ה' למשה במשפחות פלוני כך וכך עדשמנה
2625	114	1	101	135	921	1147	26	235	1076	915	1147	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_114.png	אותם הדא היא דכתיב עלי י פקד אותם ביד משה לכך כשמנאם משה
2626	115	1	100	140	802	1180	1	101	140	797	199	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_115.png	מבן חדש על פי הק'ב'ה' מנאם שנ' כל פקודי הלוים אשר פקד משה ואהל עו
2627	115	1	100	140	802	1180	2	101	178	713	237	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_115.png	פי ײ ˙ אמ'ר' ברכיה הכהן ברבי כך את סבור שהיה משה הולך ונכנם לא
2628	115	1	100	140	802	1180	3	101	218	799	277	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_115.png	של כל אחד ואחר לראות כמה בנים יש לו לאו נﭏא אמר הﭏהים למשה יש בחהו
2629	115	1	100	140	802	1180	4	101	257	798	316	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_115.png	של פלוני שנים ובאהלו של פלוני שלשה עד שמנה אותם מנין שנ' על פי ײ הו
2630	115	1	100	140	802	1180	5	101	297	797	356	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_115.png	כבוד גדיל חלק להם שהוא בעצמו מנאם אבל במניו ישרﭏ אין את מוצא ער
2631	115	1	100	140	802	1180	6	101	336	790	395	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_115.png	פי ײ לפי שהם לא כבדוהו אף הוא לא כבדם וכן כשבא הק'ב'ה' לעשוה
2632	115	1	100	140	802	1180	7	108	369	792	439	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_115.png	משכן קירב הלוים לשמושו כשם שאמור בפרשה אמ' הק'ב'ה’ הלוים שכבדונ
2633	115	1	100	140	802	1180	8	118	412	781	471	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_115.png	יהיו אצלי כמה דתימר עיני בנאמני ארץ לשבת עמדי אבל אותם שט עו
2634	115	1	100	140	802	1180	9	101	444	795	517	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_115.png	בעגל יתדחרו מעלי הם שטעו בעל אלו שלקו בצרעת שנ' וירא משה אה
2635	115	1	100	140	802	1180	10	101	484	793	554	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_115.png	העם כי פרוע הוא הוי ובוזי יקלו מה חלון היה להם וישלחו מן המחנה כל
2636	115	1	100	140	802	1180	11	109	521	793	594	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_115.png	צרוע וגו' ˙ את מוצא וכן הוא אומר עשה שטים שנאתי וגו' וישלחו
